TCGA	Tissue	ESTIMATE	Protein	CDH11	CDH1	CTNNB1	CD3E	CD8A
TCGA-AC-A3QP	brca	779.54150	-1.542776435	11.1668	9.0955	13.0004	7.3623	7.791
TCGA-37-4141	lusc	437.08842	2.23878309920044	10.2273	12.6809	13.7754	8.368	9.6507
TCGA-BP-4991	kirc	830.01446	0.474415514075667	9.2909	11.2362	13.7757	7.7677	6.9636
TCGA-G4-6586	coad	173.57820	-0.464217613353212	6.7799	12.3265	13.2546	8.8171	9.2719
TCGA-B4-5377	kirc	1018.36247	0.0414656163942774	9.0217	11.1356	12.7758	8.7675	9.5343
TCGA-B0-4848	kirc	1418.24762	-0.405079333458524	10.9668	11.7082	12.534	9.4345	9.6682
TCGA-91-6840	luad	644.70620	1.06371903486667	9.4212	14.8907	12.8231	8.8073	8.9322
TCGA-55-5899	luad	546.84111	0.573971006363239	11.4162	13.6469	12.961	8.3111	8.209
TCGA-44-7671	luad	-185.71558	0.261468095976289	10.8604	13.005	13.4942	6.67	5.7947
TCGA-33-4547	lusc	342.95061	-0.427317212060436	11.0936	12.6348	12.9063	7.5173	5.4883
TCGA-CV-7435	hnsc	655.49157	0.407078741150185	12.1356	14.3227	13.0671	8.1143	6.8353
TCGA-BA-4078	hnsc	35.43682	0.212076198252723	11.7006	13.0999	13.3957	7.8237	7.0088
TCGA-DQ-7591	hnsc	1088.45773	-0.0744522492038903	8.0075	12.3166	12.4811	10.0259	9.7581
TCGA-78-7158	luad	69.42841	-1.245636655176	9.6605	13.3848	13.0766	6.9029	5.7015
TCGA-E2-A150	brca	524.58875	0.485071422001368	10.2593	13.2061	13.1907	7.9128	6.7419
TCGA-DK-A2HX	blca	-245.13812	-0.197695307	12.2628	14.4637	12.7656	6.9269	5.5508
TCGA-06-5408	gbm	-258.67128	0.731753274206967	11.0093	6.2992	13.3595	3.5363	3.5363
TCGA-CV-5976	hnsc	-127.34040	0.552844936417931	8.6572	13.4439	13.0667	6.5446	4.7414
TCGA-AR-A0U2	brca	-74.30256	-2.40596380566147	10.5454	13.0368	11.9004	8.1753	8.9558
TCGA-E2-A15S	brca	-1278.12717	-0.133865545686112	9.5309	15.0093	12.6408	5.4354	6.4234
TCGA-A2-A04Q	brca	2360.18110	-0.913397166	10.8912	13.3027	14.1566	11.2187	10.7876
TCGA-EL-A3D4	thca	-456.87522	-0.290087099174177	7.1896	12.1083	13.7583	6.2165	6.8119
TCGA-E8-A2EA	thca	1419.29946	0.370223520435514	9.7693	13.8139	13.5087	9.7962	9.4822
TCGA-KK-A59X	prad	-921.59327	0.327508132688264	9.2524	12.8302	12.7826	5.7547	4.8087
TCGA-75-6207	luad	241.76006	1.4080913077456	9.6939	13.8341	13.3245	7.0298	7.0102
TCGA-50-5072	luad	86.93088	0.447168055687067	10.7031	14.0249	13.271	7.7285	6.5162
TCGA-A8-A08X	brca	794.38782	-0.5769154835	12.0494	12.7803	13.2606	8.7272	7.4376
TCGA-EE-A2M5	skcm	727.08060	-2.742644126	6.5076	4.9861	12.8872	8.6849	9.363
TCGA-D8-A1XR	brca	-546.30393	-0.862219489699824	11.842	12.3887	13.089	5.17	5.7814
TCGA-E2-A1IU	brca	-183.77912	-0.287898453747343	10.2121	12.9842	13.3576	7.1581	7.2928
TCGA-BP-4766	kirc	620.62917	0.0490413155661465	9.6302	11.3285	12.8927	6.5163	5.6214
TCGA-EW-A1PB	brca	2013.31004	-0.0829441199979931	7.828	12.1229	12.4139	9.9482	9.5924
TCGA-P5-A5EW	lgg	-483.05577	1.33358382791996	10.092	5.0571	13.0741	3.874	3.2771
TCGA-A2-A0T6	brca	844.09288	-1.14346303516665	13.0532	11.5716	13.8743	8.8086	8.4741
TCGA-A2-A1G6	brca	-37.19074	-0.655623196	10.7494	13.9619	13.7944	8.1388	8.7724
TCGA-HT-7481	lgg	-1327.35072	1.08787384896724	9.3304	6.8896	12.558	2.6733	4.3093
TCGA-BA-5149	hnsc	80.98484	-0.732955546675985	8.898	13.1013	13.5657	7.3806	7.0785
TCGA-A2-A25C	brca	-101.16159	-0.365602329218917	12.0283	14.5141	13.1801	7.5998	6.9395
TCGA-E3-A3E5	thca	-624.23106	0.745144317639601	7.6653	13.6107	13.2442	6.5797	6.263
TCGA-FS-A1ZH	skcm	1450.42594	-0.259923978	10.3578	5.3671	13.7844	9.736	9.5635
TCGA-27-1830	gbm	460.49525	0.573612544061357	12.0474	6.4761	13.629	5.7443	7.0974
TCGA-BJ-A0Z2	thca	-882.05870	0.0335960775766453	5.6003	14.2957	13.3453	6.411	5.7732
TCGA-EL-A3ZR	thca	-1055.67295	0.633044654543776	5.1933	13.1074	13.1809	3.9293	6.4508
TCGA-BL-A13I	blca	1930.80455	-1.258543799	7.1015	2.9016	13.9166	9.3891	7.0229
TCGA-EI-6512	read	-228.93347	1.84164599611772	9.0026	14.2872	13.452	6.6376	5.3091
TCGA-DJ-A3UO	thca	-481.80694	0.314323110758747	9.084	14.2574	13.2942	4.4149	3.5463
TCGA-ET-A39P	thca	-470.27263	0.333429350277862	8.4553	13.4487	13.9075	5.0101	5.5749
TCGA-CV-5973	hnsc	-47.17368	1.32747084805683	4.3385	13.3277	11.1844	7.2115	2.8008
TCGA-A8-A06R	brca	448.07154	-0.67134992589202	12.0615	13.4216	12.9848	7.4289	6.4313
TCGA-AF-2690	read	1562.16599	-0.378544564498896	11.4951	13.2258	13.4563	9.4829	8.7835
TCGA-BT-A0YX	blca	446.25649	-0.696283386	8.3914	13.394	13.6472	8.5988	8.922
TCGA-EL-A3CS	thca	-730.47403	-0.401656165150388	7.3684	13.4073	13.3331	4.7802	5.2959
TCGA-EM-A22J	thca	-533.69380	0.423010731208047	5.0392	13.4822	14.22	5.7264	6.1828
TCGA-05-4418	luad	1233.33399	0.42978652242462	10.0628	12.326	13.3536	9.275	8.9393
TCGA-B0-5400	kirc	1358.99666	-1.89640906754126	10.4832	8.8186	11.4671	9.6962	9.3541
TCGA-BP-4962	kirc	1706.81133	-1.27543050409119	10.5234	10.8082	12.2698	10.0835	10.6032
TCGA-B0-4838	kirc	1842.76738	-0.367309073870353	8.4407	12.1567	12.4196	10.7767	12.2763
TCGA-DE-A4M9	thca	-1277.88972	1.4663596708884	7.4773	14.6322	12.5617	3.1842	4.4964
TCGA-CN-5360	hnsc	1384.68503	0.673526742884614	10.4552	13.1488	13.4791	9.4291	9.5766
TCGA-G4-6315	coad	-931.42706	2.06112727601334	7.2543	14.4948	13.6843	6.1271	5.1684
TCGA-CS-5390	lgg	-1308.49039	0.836449329738293	9.4881	5.2708	12.698	3.5794	4.5178
TCGA-A8-A07P	brca	-55.76204	-0.735687949827757	10.8979	13.5345	13.1925	6.8328	6.3672
TCGA-FG-5965	lgg	-317.09926	0.789587868483098	10.9241	9.388	13.0427	5.0712	4.2363
TCGA-CJ-6031	kirc	1909.98025	-0.602910805300659	11.0112	10.5806	12.8646	10.0037	10.2864
TCGA-CJ-4889	kirc	1862.36661	0.181666609796583	11.4725	10.8774	13.077	9.9486	9.6601
TCGA-CF-A3MF	blca	-735.44197	1.0293649345	6.5745	12.3718	12.3918	4.888	5.0351
TCGA-B0-5097	kirc	1413.95965	-0.431101808653031	11.6691	8.771	13.52	8.988	8.6269
TCGA-H9-7775	prad	-1061.37473	0.359960778322517	9.18	13.7781	13.0188	5.6933	5.1359
TCGA-EL-A3D5	thca	-1143.23541	-0.423428869270802	6.2883	14.5908	14.0552	4.8627	8.0325
TCGA-A2-A0D3	brca	-48.67175	-0.0343187421208178	10.4545	13.2114	13.3287	8.1551	8.3053
TCGA-60-2708	lusc	-109.80794	1.37244566948828	11.7065	13.7027	12.7565	6.6396	5.4163
TCGA-AR-A2LL	brca	242.49430	-1.887319544	10.5247	9.4717	13.4044	6.777	7.1982
TCGA-CH-5754	prad	118.65116	0.530509160256275	9.1086	14.4282	13.4815	8.6626	8.5337
TCGA-CN-5370	hnsc	1519.52942	0.0638905612300228	11.3048	12.8056	13.5886	8.876	8.3317
TCGA-EI-6511	read	1022.94103	0.799568663225867	10.0929	13.8739	13.3646	9.2481	8.889
TCGA-GV-A3QG	blca	2323.28080	-0.0171065950000001	11.2131	13.618	12.892	10.8151	9.5092
TCGA-DA-A1IA	skcm	-458.07236	0.703317966	4.4389	13.5344	14.2052	6.5254	5.3902
TCGA-EL-A4JX	thca	1911.95448	-0.236640699641655	10.862	14.0395	13.1553	10.3814	9.8811
TCGA-BP-5185	kirc	594.22742	0.353941387672651	8.6667	10.2584	11.1667	9.4676	9.1171
TCGA-AD-6889	coad	-458.84429	1.18971708834115	7.8155	13.8893	13.5108	6.4348	4.1617
TCGA-21-1071	lusc	321.14465	-1.95653607626867	10.4731	13.2925	13.5517	7.6758	7.9092
TCGA-C8-A12P	brca	102.45622	-0.727361352623437	12.0346	13.7268	12.3409	7.3007	6.6544
TCGA-CF-A1HS	blca	187.56603	1.124684056	11.5621	13.596	13.381	6.6471	6.0214
TCGA-49-4488	luad	952.60892	1.03770148618579	9.4473	13.3831	13.9712	8.6811	9.0679
TCGA-DJ-A3UN	thca	-110.54559	0.197892581453663	7.6821	14.3715	13.5505	6.6648	6.6151
TCGA-DJ-A2PY	thca	108.50654	0.557475934531009	10.9781	14.1691	14.0679	7.2916	6.6349
TCGA-GM-A2DH	brca	992.05529	-0.2955085225	10.4875	13.5833	13.0653	9.6745	9.3977
TCGA-J4-8198	prad	-1183.69082	0.391603293621366	9.4998	13.8947	12.876	6.8821	5.8098
TCGA-C8-A1HM	brca	1676.23800	-0.385790365377493	9.2536	14.0089	12.3197	10.3356	10.7759
TCGA-D8-A27H	brca	-181.41443	0.0699745666405633	12.7791	13.7823	13.5259	6.1041	5.9766
TCGA-CH-5762	prad	-300.90643	0.706405765943336	9.7047	13.5885	13.6051	8.1876	7.6826
TCGA-ER-A19T	skcm	579.33682	-0.474204182000001	8.4695	1.9746	14.1745	8.2631	7.5275
TCGA-DC-6683	read	-429.11561	0.887535459705821	10.037	15.0959	13.6577	6.8236	4.6556
TCGA-CS-6186	lgg	-730.62718	1.67359925317831	10.9925	2.4484	12.2466	2.5738	1.576
TCGA-HT-7469	lgg	-959.73094	0.930763486063841	11.4567	3.7763	12.0054	2.2952	1.7136
TCGA-DU-5870	lgg	-625.28865	0.478750329917877	10.0742	3.5224	12.0123	2.9989	3.7054
TCGA-HT-7605	lgg	-1211.25478	0.769150169802984	9.6236	5.9931	12.6994	3.0281	5.022
TCGA-C8-A27A	brca	-883.88473	-1.22825473528892	12.138	13.6763	12.8005	5.5644	7.6366
TCGA-05-4422	luad	1425.84053	-0.510364104228591	8.2019	13.4833	12.5705	9.6873	10.1199
TCGA-B8-5545	kirc	1263.87194	-0.446664110083112	10.4165	11.0714	13.7184	8.2417	8.0827
TCGA-BJ-A0ZE	thca	-954.05328	-0.696841088131512	3.4438	14.2342	13.6766	4.8343	5.6955
TCGA-38-4625	luad	2188.15862	0.557923965891944	10.4624	11.3601	13.2616	7.694	7.8237
TCGA-CJ-5686	kirc	1416.47366	0.0781980786087159	8.4192	9.2068	12.767	9.3823	9.0411
TCGA-AZ-4323	coad	1513.17032	0.519018840806491	10.2597	11.8375	12.7946	11.0091	9.3997
TCGA-69-7761	luad	1822.95941	0.612053674809592	10.9235	14.0927	13.7588	9.854	9.9294
TCGA-B0-5711	kirc	997.20905	-0.0735864435684351	9.9769	10.7537	13.1193	8.8887	8.7571
TCGA-44-5644	luad	-640.83180	0.691843929151066	9.083	13.1851	12.4709	6.7646	6.8251
TCGA-D5-6932	coad	-151.20056	1.15383436474187	9.7458	14.0275	13.5386	7.0424	5.9307
TCGA-AO-A0JI	brca	-626.81769	-1.38780186246266	9.4775	13.2705	13.1502	6.8546	7.3692
TCGA-B0-5113	kirc	1141.59725	0.203090533420974	9.4454	10.9984	13.0343	9.1434	9.2668
TCGA-EM-A3O9	thca	154.05354	-0.788092950963085	4.9935	14.5989	12.5948	6.4558	6.5026
TCGA-05-5423	luad	1820.79097	1.36066670057428	9.7707	12.7354	13.1832	8.7928	7.9407
TCGA-EE-A2GK	skcm	3394.83321	0.156368792	10.6985	10.0836	12.5328	12.7551	10.4696
TCGA-DM-A0X9	coad	-346.65687	1.5608710889986	8.715	13.7421	13.495	7.9299	7.9431
TCGA-HT-A5R7	lgg	-1073.71620	1.08711268500827	9.6738	8.6064	12.5064	2.4084	5.3982
TCGA-G2-A2EO	blca	784.49580	0.133227448	10.0135	13.1995	12.6452	9.4265	9.1823
TCGA-A8-A09B	brca	-403.79811	-0.614844802258383	11.3029	13.5954	13.3867	6.6275	6.7257
TCGA-DE-A3KN	thca	-412.38086	0.323638020121323	7.5034	13.4134	14.2031	7.152	7.6303
TCGA-DU-7007	lgg	226.32678	0.232859706899898	13.1122	4.2425	13.2398	6.5591	6.0959
TCGA-78-7155	luad	-639.01334	1.32565486636105	7.3845	13.0875	14.4649	6.937	7.6855
TCGA-CV-7235	hnsc	921.27147	0.319181080722446	11.0215	11.6615	12.494	8.902	8.7749
TCGA-BP-4985	kirc	857.77291	0.184929829312048	10.5723	10.7555	12.8513	7.9721	6.8182
TCGA-GM-A2DO	brca	2812.64544	-1.3831599945	9.7699	12.1163	12.1313	11.8421	11.1552
TCGA-KC-A4BR	prad	-826.35423	1.21319100423521	9.151	12.7025	13.2638	6.1852	6.4115
TCGA-22-5492	lusc	1356.21054	0.329951809991181	10.7139	13.6664	13.1336	9.247	8.8061
TCGA-D3-A2JC	skcm	970.50227	-0.5077036755	8.9957	8.5915	13.8595	9.1837	9.4854
TCGA-B0-4841	kirc	769.16218	-0.0122758868751824	9.9019	11.512	12.4826	8.2553	8.4556
TCGA-18-4721	lusc	1274.86694	-0.158242450573438	10.8992	13.307	13.0446	9.583	9.2167
TCGA-AK-3428	kirc	935.60525	-0.533081991290286	9.954	10.5691	13.1619	6.4795	7.8498
TCGA-E2-A15J	brca	-581.31559	0.299759583244027	9.9488	12.3735	13.1796	3.4915	3.8857
TCGA-50-5942	luad	501.70081	0.849975530177305	11.3975	13.0369	14.1203	8.3278	8.0742
TCGA-56-5898	lusc	431.22495	0.792295928025183	10.3499	14.2185	12.9158	8.1271	7.0749
TCGA-F5-6864	read	-55.12312	0.378739111250436	11.5024	13.8975	13.4614	7.3217	6.6243
TCGA-EE-A2MM	skcm	-80.62004	-0.971832275	6.3627	4.0217	14.6853	6.6514	6.3147
TCGA-CV-6951	hnsc	-632.66834	0.724742499961732	9.1322	13.4514	12.9552	6.4288	5.3042
TCGA-CH-5743	prad	153.02202	0.718290592791242	8.4918	13.6694	13.4484	8.849	9.0371
TCGA-E9-A3HO	brca	225.26498	-2.088389595	9.5934	7.3572	11.9737	8.8897	8.2609
TCGA-B0-5115	kirc	894.14728	0.0155969213103817	10.3788	7.8865	12.9473	8.7238	7.738
TCGA-BT-A3PJ	blca	596.03025	0.1104238925	7.6088	12.974	13.093	7.9934	7.8631
TCGA-DV-5576	kirc	-649.57816	1.18196253691535	8.5517	13.1399	13.4993	4.1735	4.2028
TCGA-A2-A1G4	brca	-338.33422	1.5410703245	9.502	13.0601	13.0203	6.5234	7.0172
TCGA-B0-5696	kirc	-1000.53110	-0.136978361499047	9.5059	11.6147	12.9513	7.968	8.3148
TCGA-DU-7012	lgg	1207.11351	1.52600332100386	10.8535	6.9136	13.7264	7.7695	7.421
TCGA-EB-A3HV	skcm	232.69856	0.4365425185	9.7024	12.6857	13.3779	7.1521	6.1153
TCGA-44-6146	luad	-208.62684	1.72200699844846	11.3384	12.3546	13.0434	9.4272	9.6253
TCGA-CV-5430	hnsc	712.75670	0.869355195876852	10.3089	12.5373	12.7207	8.7806	8.129
TCGA-05-4396	luad	-204.95345	1.60047347318054	9.459	13.607	13.0688	7.2682	6.1447
TCGA-CJ-4635	kirc	1535.36013	0.74072891153509	10.7918	12.0542	12.6636	9.818	11.0712
TCGA-A2-A0CZ	brca	583.55598	-0.147155176223344	12.5441	12.451	13.4149	9.1989	8.3892
TCGA-G9-7522	prad	-830.91997	0.430110292215457	9.4015	14.3502	13.096	7.4382	7.0721
TCGA-50-5068	luad	2162.42571	0.642641509558663	11.0381	10.8397	13.1868	9.5243	9.7169
TCGA-A8-A06Y	brca	-917.89747	0.197943344415081	8.8372	14.634	13.4891	2.765	4.1682
TCGA-CN-6017	hnsc	2242.09354	0.0206371585408955	10.6739	11.6389	12.5957	10.4812	10.7425
TCGA-05-4244	luad	933.75799	0.708545967004445	10.2043	13.1538	14.3018	7.6131	7.15
TCGA-AN-A0XS	brca	576.69341	-0.297132015776508	12.1887	12.9873	13.6175	9.0183	8.6563
TCGA-AR-A1AL	brca	37.09424	-1.14231910281626	11.4204	12.0208	13.5942	7.9912	7.3529
TCGA-B2-4101	kirc	1593.58126	0.253883781377748	10.0291	9.8799	13.0662	9.4639	9.5437
TCGA-66-2791	lusc	1485.14036	-0.687784242121868	11.0534	13.0862	13.1722	9.5636	9.6931
TCGA-AR-A252	brca	1906.74932	-0.162417079229939	11.3553	14.7834	13.4874	10.7313	10.2053
TCGA-EE-A2GT	skcm	1777.77463	0.5354252595	8.787	11.3895	14.4286	11.3671	8.1853
TCGA-AO-A12E	brca	223.85364	-2.3454630285	10.0428	12.2598	13.1472	6.3408	6.187
TCGA-P5-A5F2	lgg	-1310.12471	1.48241986130268	10.4498	4.8035	12.875	2.1262	3.755
TCGA-AR-A0TU	brca	560.98522	-0.675414162599905	8.0713	12.1863	13.1056	8.855	8.3786
TCGA-CJ-5678	kirc	2164.64890	0.712086163206515	9.3458	10.73	12.2757	10.8686	11.266
TCGA-ER-A19C	skcm	-289.32961	0.2004480205	9.5012	12.3305	14.4382	5.4722	4.9765
TCGA-B8-5553	kirc	1412.12540	0.721172038127108	8.2962	11.1169	13.1228	9.0839	9.9298
TCGA-A2-A0CS	brca	29.09458	-0.0067808562640076	11.561	13.6941	13.6469	8.5374	5.2092
TCGA-B6-A0RQ	brca	-865.94160	-1.4454071165	9.9223	13.6142	14.1194	6.1043	6.444
TCGA-A8-A079	brca	-244.85031	-0.745731240427864	9.5705	12.4134	13.4448	6.7052	6.3691
TCGA-D8-A1X7	brca	-354.91128	-0.58733373289279	11.13	14.1008	12.8361	5.8777	5.1503
TCGA-EE-A29R	skcm	-806.32839	-1.4227944875	8.3322	2.7669	13.6332	5.6724	5.7173
TCGA-CS-6665	lgg	1018.61172	0.579920310900833	10.4984	7.0499	12.8461	6.1322	5.5984
TCGA-HT-7855	lgg	-673.17967	-0.115077836747488	10.5939	4.2605	12.7333	1.6495	0.776
TCGA-CJ-4916	kirc	2431.16917	-0.0649714049111201	8.9721	10.5977	12.5245	11.4926	11.902
TCGA-DJ-A3V7	thca	-153.83763	0.167063238612213	6.6072	13.2044	13.2507	7.074	6.1357
TCGA-FS-A1YW	skcm	-307.36463	1.52707985513129	8.1404	14.5419	15.5162	7.4563	6.0178
TCGA-CH-5769	prad	-789.31664	0.460761446753321	10.3598	14.7609	13.4699	6.6296	6.5947
TCGA-B8-5551	kirc	2823.32034	-0.788985976711364	9.5015	9.4143	12.4928	10.5746	11.0963
TCGA-06-0130	gbm	2176.80924	-0.49553612185263	12.2174	3.288	13.0136	8.5243	9.248
TCGA-AN-A0AR	brca	-923.78330	0.318086174999999	8.4033	12.1628	13.4845	5.8304	4.8099
TCGA-F4-6854	coad	-233.44737	1.12191306078554	10.0562	13.8566	13.4732	7.3512	7.4747
TCGA-CM-6171	coad	-179.79144	1.06765709212046	9.0191	14.512	13.9359	6.4931	6.3885
TCGA-97-7553	luad	2375.74920	-0.259910369862245	11.0763	13.0461	13.1437	9.3741	9.4124
TCGA-CV-5970	hnsc	234.46043	0.0685569069926293	9.994	14.0049	13.0488	7.3352	6.3216
TCGA-CH-5739	prad	-418.75076	0.676657756421722	10.2456	12.938	12.8289	7.1548	6.8857
TCGA-ET-A39N	thca	-721.41525	1.48419209165751	5.8618	14.8883	12.5106	5.446	5.1531
TCGA-ET-A39T	thca	-552.83608	0.405591643120599	5.9326	13.7071	13.6239	6.1211	7.0188
TCGA-FE-A237	thca	-226.84732	0.411894695639215	9.8804	13.9784	14.1313	7.1461	6.8064
TCGA-EU-5904	kirc	800.98912	-0.424038655011013	9.8502	9.4532	13.0102	8.5551	8.1487
TCGA-A8-A083	brca	-622.64034	1.15465010866908	7.8751	13.7028	13.3287	5.6761	4.4789
TCGA-AG-3725	read	-321.72066	1.50401924433657	7.8448	13.3187	13.3466	7.4718	6.235
TCGA-D9-A149	skcm	873.32318	1.21799252	8.5189	11.2087	13.9762	8.6275	8.8816
TCGA-CV-6937	hnsc	-129.89769	-0.716618245198071	9.2097	12.3092	12.7817	6.6646	5.3319
TCGA-EI-6884	read	280.54149	1.02786731549412	10.6171	13.8458	13.312	7.7682	7.4405
TCGA-02-2485	gbm	-515.07354	0.623822224555512	10.7857	6.825	13.4013	5.8965	6.0804
TCGA-21-1070	lusc	1575.84269	-1.49270278709068	10.1629	12.3471	12.7307	9.7993	9.9868
TCGA-FE-A234	thca	86.14617	0.747215312137825	9.5697	14.4362	14.2304	7.2616	6.2914
TCGA-E9-A1N8	brca	-977.08825	0.625228298970298	10.7921	12.8956	13.2489	5.451	6.2148
TCGA-CV-5439	hnsc	358.81412	-0.478628611144891	6.9353	13.2907	11.9073	8.0733	8.1742
TCGA-34-5231	lusc	125.09005	0.705913887189207	9.9849	12.5641	12.4417	8.2728	8.7475
TCGA-AO-A03N	brca	-512.24748	0.614491805	11.8901	13.2845	12.7509	5.4284	5.25
TCGA-BH-A0BS	brca	-237.81839	0.286549848	8.7576	13.4659	14.3124	8.5612	7.7099
TCGA-A2-A0YM	brca	594.53190	-0.105491780915382	9.8238	12.9115	12.8103	7.2119	7.2981
TCGA-BH-A0DD	brca	-401.47225	-0.269575257150849	9.7621	8.439	12.8474	6.1012	5.8093
TCGA-49-4506	luad	1325.99088	-0.948294274906603	9.5614	11.7785	12.7862	9.2046	10.3526
TCGA-HT-7857	lgg	1791.16175	-0.371638010510908	11.2876	5.5271	13.6489	7.602	7.6992
TCGA-55-1592	luad	678.64806	0.649298463455446	11.0958	13.5423	13.2536	7.4997	6.9209
TCGA-DE-A0Y2	thca	-407.44675	0.291984405459482	7.7368	14.2415	13.9838	5.9319	5.601
TCGA-AN-A0XP	brca	-411.02320	-0.276866747492036	11.1381	13.9782	13.5057	4.8243	4.4739
TCGA-CM-6680	coad	259.47455	1.45897510958457	10.7119	13.6899	13.4108	8.2128	6.8221
TCGA-D5-6924	coad	405.56872	0.935786962012482	10.9538	14.1191	13.5517	7.2834	7.4564
TCGA-EJ-5517	prad	-507.47579	0.641899573223231	9.1011	14.1572	13.3003	7.9806	7.1757
TCGA-D3-A1Q9	skcm	212.96329	0.0385315245000001	8.2992	15.0784	14.5593	8.3699	9.0883
TCGA-DU-7306	lgg	-460.25778	1.27134023093774	10.8879	6.8434	12.4453	2.166	2.7458
TCGA-CM-5348	coad	577.25745	0.834481819365899	11.6597	13.9424	13.1943	7.2006	5.9512
TCGA-CJ-4904	kirc	979.46520	0.260710232949485	10.428	11.4524	13.5029	8.5557	8.8326
TCGA-A8-A0A4	brca	-673.58152	-1.49694375797695	10.6325	11.5136	12.8224	6.7789	6.6347
TCGA-CV-7180	hnsc	-253.05576	-0.524890799537631	10.1645	13.5392	12.1646	7.6162	7.1611
TCGA-CJ-4907	kirc	709.93544	0.381601706223482	11.1047	11.2657	13.2513	7.4793	7.7346
TCGA-A2-A0T2	brca	-33.55610	-0.328906579160433	10.1178	13.0168	12.555	7.5565	8.0949
TCGA-BJ-A45D	thca	47.91081	-0.182864907159305	5.762	13.0314	13.1721	7.0353	6.0339
TCGA-BH-A1EO	brca	625.36083	0.0982591258048831	10.2867	4.0068	12.9968	7.1467	6.5374
TCGA-BP-4343	kirc	1810.91287	-0.180599281191637	12.4038	11.4164	13.0846	9.2476	9.2272
TCGA-BH-A0E0	brca	-608.83015	-0.412431419715213	8.4891	13.4237	11.8677	8.0754	5.5826
TCGA-FG-7643	lgg	-1092.40587	0.40503668725611	9.7384	5.6319	12.8334	3.9878	5.5561
TCGA-EW-A2FS	brca	182.62873	-0.6380741965	9.9222	14.2084	11.6639	8.8583	8.1512
TCGA-B6-A0X1	brca	551.22892	-0.559777115736706	7.8064	12.7416	13.0968	8.1424	9.0014
TCGA-95-7948	luad	138.88034	1.44067379419231	10.7341	13.0544	12.5913	6.2727	6.8182
TCGA-ER-A195	skcm	1571.31750	1.3467903385	11.4542	4.8987	13.8743	9.6113	10.2087
TCGA-A6-6781	coad	1122.67278	-2.40909248473822	11.8498	12.5872	13.2669	8.0781	7.7467
TCGA-CZ-5451	kirc	-1112.25311	0.308160816048263	9.6122	11.4855	12.8175	8.4599	8.4721
TCGA-CN-4733	hnsc	2370.40838	-0.798435988251771	11.0886	12.2459	12.8865	10.7923	10.6124
TCGA-BH-A0BR	brca	548.19760	-0.398796459560548	12.5802	14.5968	12.8858	8.0117	7.4247
TCGA-FS-A1ZN	skcm	-603.36396	0.673760347	6.199	12.4328	14.156	4.9771	5.1709
TCGA-E2-A14S	brca	366.07848	-0.101980693955887	9.5439	13.0591	12.7325	7.3879	7.2622
TCGA-D8-A1J8	brca	961.42723	-0.0501058552075295	10.9586	13.927	13.0703	9.2413	9.4181
TCGA-E2-A14Z	brca	1240.00261	-0.364139201028815	10.8816	12.6866	13.0577	9.9119	9.1298
TCGA-DJ-A2PR	thca	215.02476	0.681763132334758	12.3569	13.6788	14.304	8.4905	8.639
TCGA-HC-7212	prad	-1088.81284	1.07547067682174	9.39	14.4314	13.275	6.0483	5.0768
TCGA-BH-A0DI	brca	525.29110	0.201944905207429	13.0579	14.3026	13.5298	8.4218	7.3836
TCGA-DJ-A3US	thca	1102.09300	-0.0671406556658214	7.7359	14.2222	13.4076	9.8222	9.8405
TCGA-GN-A26C	skcm	2099.00235	-0.1586020975	11.0429	4.5205	13.6543	10.9567	11.1121
TCGA-BP-4968	kirc	1419.02852	0.366417313287062	9.5468	10.6406	12.9368	10.3172	10.7752
TCGA-A8-A08H	brca	2180.04517	-1.14713081672348	12.0241	10.7961	13.3111	8.4282	7.8675
TCGA-CW-6093	kirc	500.47457	0.417362615340567	8.8759	8.9245	13.6205	7.405	6.0573
TCGA-KK-A59V	prad	1687.93714	0.12533758805275	8.8651	12.0407	11.9375	11.3948	10.883
TCGA-ET-A39M	thca	1335.74000	1.16984672835381	8.1385	13.1154	13.2192	9.4365	8.5136
TCGA-FS-A1ZK	skcm	-1229.66491	0.8664748315	8.1205	13.6103	14.896	3.5635	2.506
TCGA-C8-A137	brca	-1078.35243	-0.907862644098422	11.4565	13.4829	12.6014	3.7241	4.2919
TCGA-HT-7692	lgg	-889.46669	1.15126128104843	9.9272	3.3409	12.3036	2.8254	3.5428
TCGA-D8-A147	brca	330.60138	0.401029182064283	10.4053	13.0606	12.735	8.3399	8.0552
TCGA-FS-A1ZD	skcm	-395.72402	-0.144243112	9.3582	2.1412	14.5694	5.4363	9.6957
TCGA-HT-8011	lgg	-954.57064	0.801517986880495	11.0058	4.8356	13.2242	3.6536	3.2409
TCGA-EL-A3CZ	thca	-776.87580	0.0437252154242067	3.7084	14.0108	13.7867	4.9352	7.3103
TCGA-CN-6998	hnsc	40.59773	0.509206122026331	7.7391	13.9317	13.0586	7.303	6.6998
TCGA-DJ-A2PS	thca	8.24528	1.03601667816126	9.2708	14.1166	13.9886	7.9788	8.2759
TCGA-C8-A138	brca	1119.02457	-0.0257523785964379	11.9511	14.4061	12.2942	9.8374	10.4594
TCGA-EB-A299	skcm	65.46667	0.307781169	8.6221	12.7328	12.8235	8.1172	8.0994
TCGA-FS-A1ZZ	skcm	-834.08622	-0.587579020791606	5.9089	6.4708	15.1257	4.9514	4.6654
